Nome do negócio,Nome do contato no negócio,Qual feature está indisponível,Motivo fechamento perdido,Data entrada perdido SDR,Data entrada perdido CLOSER,Número de lojas,Observação,Observações de atividades
Bazoo American Food - Centro,,,Sem contato,2024-10-24T21:50:10.897Z,,,* Growming ok FUP 11/09,
Hamburgueria da Ilha - Centro,,SmartPOS,Feature indisponível,2024-10-02T22:17:15.800Z,,,,
The House Legacy - Centro,,,Limpeza de Funil,2024-12-09T13:33:11.592Z,,,,
Kero Shake & Açai - Parque Industrial,,,Limpeza de Funil,2024-12-09T13:33:11.592Z,,,,
Grão Empório Natural - Casa Forte - Parnamirim,,,Limpeza de Funil,2024-12-09T13:33:11.592Z,,,,
Bem Te Vi - Asa Sul,,,Limpeza de Funil,2024-12-09T13:33:11.592Z,,,,
Saborella - Asa Norte,,,Parou de responder,2024-11-08T20:09:43.400Z,,2," - 21/11 - Loom enviado: https://www.loom.com/share/7ff4cb5f6782406d86eecf8835b8ccad
 
 
 Sávio de férias.
 Conversar com Homero.
 Sávio quer se reunir com Homero pra discutir as ofertas está enrolando (cobrei nas semanas finais de julho e iniciais de agosto)",
Ludoland - Casa Verde,,,Limpeza de Funil,2024-12-09T13:33:11.592Z,,,11983451158,
Taberna - Centro,,,Limpeza de Funil,2024-12-09T13:33:11.592Z,,,"**
 42999782320",
Guiles Green Tabacaria e Headshop - ASA NORTE,,,Sem contato,2024-10-17T14:14:04.347Z,,,,
Fino Sabor - Eliza Miranda,,,Sem contato,2024-10-24T21:40:21.822Z,,,,
Innamorato Gelato - Centro,,,Sem contato,2024-10-24T21:38:53.357Z,,,,
Temakeria E Cia - Alameda Santos,,,Parou de responder,2024-11-19T17:12:13.473Z,,27,,
Puro Natural - NAZARE,,,Sem contato,2024-10-17T13:17:53.637Z,,,"91987072456
",
Churrascaria Coração Gaúcho - Centro,,,Sem contato,2024-10-23T21:21:24.129Z,,,"22/11 - e-mail ! Cliente não possuia telefone com whats! Não obtive respostas
 Tentei ligar pro restaurante mas o TD não parecia muito feliz em precisar ligar pra Collact.
 
 Video Loom: https://www.loom.com/share/b3e5a425713e491aa3f90dab64f3aa24",
Jangadão Churrascaria - Espinheiros,,,Empresa Encerrada,2024-10-01T21:16:40.778Z,,,"47992338365
 - 22/11 - Utiliza TEF - POS apenas quando TEF tem algum problema
 - 25/11 - Solicitou mais um POS com isenção de mensalidade. Informei que Agente Stone entrará em contato",
Medrados - Centro,,,Sem contato,2024-10-23T21:22:53.741Z,,,,
Greenvegg - Varjota,,,Empresa Encerrada,2024-10-01T21:16:04.920Z,,,,
Saporite Italian - PONTE PRETA,,,Esta satisfeito com o sistema atual,2024-10-23T21:27:23.220Z,,1,,
Sodiê Doces - Asa Norte,,,Parou de responder,2024-10-24T21:53:31.383Z,,,,
Canto Natural - Cavaleiros,,,Empresa Encerrada,2024-09-30T13:03:19.885Z,,,,
Restaurante Sputnik - Centro,,,Sem contato,2024-11-08T21:13:40.290Z,,,,
Calzoon - Jardim America,,,Empresa Encerrada,2024-10-03T11:55:02.815Z,,,,
Casa Do Sushi - Estreito,,,Empresa Encerrada,2024-09-30T13:51:34.443Z,,,,
Casa Da Pizza - Planalto,,,Empresa Encerrada,2024-09-30T13:59:43.246Z,,,,
Lug's Fast Gourmet - Potengi,,,Empresa Encerrada,2024-09-30T14:04:05.383Z,,,,
Cheirin Bão - Jardim Aclimacao,,,Empresa Encerrada,2024-09-30T14:11:04.855Z,,,,
Bellinha Panificadora - FABRICIO,,,Sem contato,2024-10-10T17:17:49.977Z,,,,
Bike Burguer - Vila Buarque,,,Empresa Encerrada,2024-09-30T19:08:58.512Z,,,,
Crêperie Boulevard - Vila Nova,,,Sem contato,2024-09-30T17:50:52.107Z,,,"10/02: creperia francesa. Crepes, salgados, doces, waffer (decora com sorvete, açaí, etc), açaí, petit gatout, chips, saladas e bebidas. Por enquanto, abrem só à noite, mas já vão lançar um novo cardápio e vão abrir a partir das 11h. 2 meses de EC. Vendas bombaram no começo, mas caíram muito em janeiro.",
Restaurante Quinta Do Cedro - São Lourenço Velho,,,Empresa Encerrada,2024-09-30T18:00:10.404Z,,,,
The Burguest - Itaim Bibi,,,Sem contato,2024-09-30T19:00:17.756Z,,,,
Death Burger - Dehon,,,Sem contato,2024-10-10T17:17:02.382Z,,,,
Sapore D'Arte Campolim - Parque Campolim,,,Empresa Encerrada,2024-09-27T19:44:59.768Z,,,- 05/03 - estão encerrando operação mas ainda não solicitaram cancelamento,
Santo Fogo - Centro,,,Limpeza de Funil,2024-12-09T13:33:11.592Z,,,- 07/01 - Ofertas do cliente tem boa taxa de resgate e receita incremental,
Ono Açaí - Jardim Sao Paulo,,,Limpeza de Funil,2024-12-09T13:33:11.592Z,,,,
Padaria Santo Pao - Aroeira,,,Empresa Encerrada,2024-10-23T21:33:37.338Z,,,,
Esportiva Bar - Centro,,,Limpeza de Funil,2024-12-09T13:33:11.592Z,,,,
Restaurante Tip Top - Centro,,,Sem contato,2024-10-25T17:41:30.717Z,,,"- 14/01 - TD informou que desligou Collact durante a temporada pois o cadastro demora muito e forma fila no restaurante.
 - 13/01 - enviei wpp demonstrando o quanto os clientes cadastrando gastam a mais.
 Sugeri oferecer 10% de créditos durante uma ou duas semanas, a fim de incentivar o cadastro e o retorno dos clientes",
Deep Bar 611 - Barra Funda,,,Limpeza de Funil,2024-12-09T13:33:11.592Z,,,,
Osso Emporio - ASA NORTE,,,Sem contato,2024-10-23T21:40:49.544Z,,,,
Cubo Urban Gastro Bar - Pinheiros,,,Sem contato,2024-10-17T14:29:49.626Z,,,,
Colombina Dolceria - Jardim Paulistano,,,Esta satisfeito com o sistema atual,2024-11-08T19:53:31.033Z,,2,"- 15/01 - Vai implementar fidelidade 10% por um mês --> estamos produzindo arte para enviar (prismas).
 Super solícito, engajado e fofo
 - 14/01 - em contato com Lucas, responsável pelo Marketing.
 Curtiu a ideia de alterar ofertas e de implementar fidelidade 10% por 1 mês.
 
 - 09/01- TD Mariana: 15 981872211
 Enviei mensagem para ativarmos ofertas nas duas lojas (apenas a do Jd Paulistano tem ofertas ativas)
 
 Telefone não atende. Cliente era migração.",
Negócio André,,,Não tem Restaurante,2025-01-02T13:57:33.138Z,,0,,
Clube Fritis Uberaba - FABRICIO,,,Limpeza de Funil,2024-12-09T13:33:11.592Z,,,,
Restaurante Chau-Chau - Shopping Jardins,,,Sem contato,2024-09-30T21:04:21.445Z,,,,
Estação Baguete - Vila Sá,,,Parou de responder,2025-01-15T14:29:07.249Z,,1,,
Casa Da Pizza - Stiep,,,Empresa Encerrada,2024-09-27T00:10:31.240Z,,,72000000000,
Casarrara - Matatu de Brotas,,,Fidelidade com outro sistema,2024-11-08T19:44:34.689Z,,2,,
Armazem Tapioca Acai - Palmas,,,Empresa Encerrada,2024-10-10T17:28:20.130Z,,,"Funcionam há 8 anos
 espera ter mais parcerias com os clientes.
 @Ana Carvalho 26/05/2020: Tentei contato pelo whatsapp e não obtive resposta. {CAMPANHA DE OFERTAS ATIVAS}
 @Ana Carvalho 28/05/2020: Tentei novamente contato pelo whatsapp e não obtive resposta. {CAMPANHA DE OFERTAS ATIVAS}",
Delicias E Temperos - POLO PETROPOLIS,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Gordijo - Vila Sao Francisco,,,Empresa Encerrada,2024-09-24T20:38:16.673Z,,,,
Mama Julia Restaurante - Jardim Brasil,,,Empresa Encerrada,2024-09-24T14:07:34.587Z,,,"' cliente está com muita dificuldade em entender nosso produto, mas nunca pode agendar ligação.
 Enviei vídeos, expliquei, mas não houve avanço'",
Derrete Queijo & Co. - Alto dos Passos,,,Empresa Encerrada,2024-09-24T14:13:28.836Z,,,,
Acreaninho Delivery - Bosque,,,Sem contato,2024-10-17T14:27:59.490Z,,,,
Costelaria Jardim Gastronomico,,,Não quis ouvir,2024-10-17T14:18:46.572Z,,,,
Baze - Vila Nova Conceição,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Mercado Miranda - Aventureiro,,,Sem contato,2024-10-23T21:38:16.270Z,,,47996228283 - Dalva (esposa do TD),
Supernova Café - Itaim Bibi,,,Empresa Encerrada,2024-09-30T20:59:37.117Z,,,,
Blitz Do Açaí - Jardim Aureny III,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Bah Tche - Belenzinho,,,Sem contato,2024-10-23T22:08:37.683Z,,,,
Pizza Bela's - Miramar,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,"31993839863
 SÃO DELIVERY",
Simple Tasty Food - VILA MARIANA,,,Empresa Encerrada,2024-09-24T20:52:22.767Z,,,,
Cuca & Cia - CENTRO,,,Empresa Encerrada,2024-09-24T14:16:43.081Z,,,,
Restaurante Sharong - Centro,,,Não é prioridade,2024-10-23T21:18:55.279Z,,,55996621271 - Samuel,
Clube Do Snack - Esplanada Independência,,,Empresa Encerrada,2024-09-24T19:32:45.526Z,,,,
Beer Factory VV - Praia da Costa,,,Empresa Encerrada,2024-09-24T14:21:42.585Z,,,,
La Fourmi Creperie - Centro,,,Sem contato,2024-10-09T17:46:40.178Z,,,,
Nella Pietra - Pf - Centro,,,Empresa Encerrada,2024-09-24T14:15:00.173Z,,,Franquia,
Up Hamburgueria - Ibiti Di Paço,,,Empresa Encerrada,2024-09-23T19:02:41.807Z,,,,
Malu Padaria - Jardim Paulistano,,,Sem contato,2024-10-10T17:00:51.570Z,,,,
Baronesa - Santa Cecília,,,Empresa Encerrada,2024-09-23T19:37:48.750Z,,,,
SR CarWash - Parque Campolim,,,Empresa Encerrada,2024-09-25T13:42:35.740Z,,,,
Relicario - Itaipava,,,Sem contato,2024-09-24T14:17:58.218Z,,,,
Posto Pimenta - Jardim Eldorado,,,Não tem Restaurante,2024-10-02T20:35:10.283Z,,,"- 13/12 - Finalizei contato e me coloquei à disposição para conversar em momento oportuno para o cliente
 
 - 28/11 - compilado de informações sobre o cliente em https://docs.google.com/spreadsheets/d/1PJ1wrwgRCd54Rp4B4z4r39Uvk16j1wFEFmIfW4TXjZA/edit?ts=5ddfd18d#gid=0
 
 - De posse dessas informações, Victor enviou mensagem via workplace para Agente Stone responsável pelo EC. A ideia é que o Agente nos ajude a fazer contato com o TD e incentivar o engajamento do mesmo com a ferramenta
 
 - 25/11 - FUP wpp
 - 22/11 - Loom enviado: https://www.loom.com/share/81d4149097d14422888761a23756d5e8",
The Black Home Pub - Caiçaras,,,Empresa Encerrada,2024-09-24T14:18:50.845Z,,,,
Cia Da Tapioca - Shopping Jaraguá - Entrada principal,,,Empresa Encerrada,2024-09-23T17:41:06.334Z,,,,
La Brasa - Itaipava,,,Empresa Encerrada,2024-09-23T17:47:39.650Z,,,,
Authoral - Asa Sul,,,Sem contato,2024-10-10T16:51:45.590Z,,,,
Celeiro Semear - COQUEIRAL,,,Empresa Encerrada,2024-09-23T20:06:13.182Z,,,,
Sr Espetto - Cavaleiros,,,Empresa Encerrada,2024-09-23T13:46:43.794Z,,,,
Restaurante Candidus - POLO MOSSORO,,,Sem contato,2024-10-10T17:03:18.962Z,,,,
Palaggio Pizzaria - Conjunto Valentina Figueredo I,,,Sem contato,2024-10-10T16:53:08.930Z,,,,
Despensa Do Basilio - Jardim Botânico,,,Empresa Encerrada,2024-09-23T14:17:45.120Z,,,,
Mestre-Cervejeiro.com - Eldorado,,,Empresa Encerrada,2024-09-23T13:33:50.415Z,,,,
Moreira - Centro,,,Empresa Encerrada,2024-09-23T13:19:26.713Z,,,,
Zilda Bolos - São Bernardo,,,Sem contato,2024-10-10T17:06:23.211Z,,,,
Grão Espresso Metrópole - Coqueiro,,,Sem contato,2024-10-10T16:57:58.256Z,,,"19/03: fica dentro de um shopping que ainda está no início, não está totalmente ocupado. Loja fica perto da praça de alimentação, mas não tem tanta visibilidade. Vão aumentar a divulgação no instagram. 30 lugares e atendimento no caixa.",
Marios Burgers - Gruta de Lourdes,,,Sem contato,2024-10-10T17:04:09.286Z,,,"O brother é suuuuper interessado! Já tinha visto alguns vídeos no youtube, tava cheio de dúvida e doido pra usar a ferramenta! Curtiu muito poder bater um papo com um especialista e ta mega animado, disse que ia até estudar mais a maquininha e anotar as dúvidas pra você! Reunião hoje (27/03) às 15 hrs @Pedro Melges",
Fabrica da Carne Boutique - setor oeste - Setor Oeste,,,Empresa Encerrada,2024-10-10T16:56:23.442Z,,,"03/06/2020: Disparo de mensagem para religação das ofertas, mas não obtive resposta - só visualizou.",
Maria's Doux - Jardim Santa Fé,,,Sem contato,2024-10-10T17:05:14.242Z,,,,
The Rosy - Centeo,,,Empresa Encerrada,2024-09-20T13:56:58.786Z,,,99000000000,
Via Sheik/Smoke House - Inconfidência,,,Sem contato,2024-10-10T17:01:50.307Z,,,,
Sr. Sabor Restaurante - Centro,,,Sem contato,2024-09-20T14:04:26.470Z,,,,
Handmade BBQ,,,Sem contato,2024-10-09T20:26:13.583Z,,,,
"Coffeemania - Praça Getúlio Vargas, 339 - Centro - Alfenas/MG",,,Empresa Encerrada,2024-09-20T13:19:55.705Z,,,,
Ceara Lanches - Janga,,,Sem contato,2024-09-27T18:32:20.831Z,,,82000000000,
Good's Hamburgueria - Centro,,,Sem contato,2024-10-10T17:08:49.946Z,,,"Ele disse que estava beeem fraco o movimento, que ele já trabalhava com delivery e o contato ia por whats, insta e pelo ifood e um outro app local. Ele disse q por lá os estabelecimentos tb estão fechados. O agente stone explicou todas as funções pra ele, mas de forma raza, porém ele achou interessante! Reunião: Hoje (23/03) às 15:45. @Catarina Melo 
 23/03: TD disse que já está dando 10% de desconto e entrega grátis. Está funcionando pelo delivery e quer estimular o delivery próprio, pois o motoboy é próprio.",
República Lanches - Centro,,,Parou de responder,2024-10-24T21:54:52.741Z,,,"13/05: é um EC grande para os padrões da cidade. Estão trabalhando com váaarios deliveries, mas a entrega é própria. TD disse que os clientes estão adorando e que não está sentindo dificuldade.",
Mamut's - São Francisco,,,Empresa Encerrada,2024-09-19T18:46:06.629Z,,,"41997417709 Julio
 41997845423 Amanda",
La Spezia - Vila Sonia,,,Contato inexistente,2024-09-19T18:39:36.475Z,,,,
Nella Pietra - Poa - Floresta,,,Sem contato,2024-10-10T17:07:34.656Z,,8,Franquia,
Café com aromas,,,Limpeza de Funil,2025-07-18T13:00:31.243Z,,,,
Alambique - Conveniência Posto Pimenta,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Pizza Prime,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Panelinhas do Brasil,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Alexandria Hamburgueria,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Stonia e Milkylab,,,Parou de responder,2025-02-27T15:27:44.922Z,,27,,
Wankai,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Una Trattoria,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Wellington Coelho de Oliveira,,,Sem contato,2024-11-13T23:04:37.602Z,,,,
Dobro Pizza,,,Faturamento abaixo da SLA,2024-10-25T15:51:18.835Z,,1,,
NeyGrill,,,Sem contato,2024-11-13T23:02:40.709Z,,,,
Hedonê Nutritiva,,Cardápio Digital;Relatórios CMV - por produto;Fidelidade,Faturamento abaixo da SLA,2025-01-02T13:27:09.608Z,,1,,
Negócio Eduardo,,,Não tem Restaurante,2024-11-19T21:46:55.543Z,,,,
Chavantes Grill,,Balança,Feature indisponível,2025-01-02T14:03:50.739Z,,2,,
Negócio Samuel,,,Parou de responder,2024-11-19T21:51:25.458Z,,,,
 Lucas,,,Não tem Restaurante,2024-10-07T14:40:11.224Z,,,,
Otavio's,,,Sem contato,2024-11-01T18:23:00.063Z,,1,,
Negócio Rosy,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Negócio Ana Laura,,,Parou de responder,2024-10-17T20:22:56.114Z,,,,
Negócio Nildo,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Billy boo,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,1,,
Santo Boteco,,,Contato inexistente,2024-10-17T20:46:07.327Z,,,,
ETpizza,,,Parou de responder,2024-11-05T19:52:48.559Z,,1,,
Excellence pao de queijo e cafe,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Rede JK - Padoka,,Leitor código de barras;Catraca,Feature indisponível,2025-01-02T14:05:08.125Z,,5,,
Lanchonete Tradição,,,Parou de responder,2025-01-15T14:28:16.863Z,,1,,
Embu das Artes,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Antaris,,,Sem contato,2024-10-15T14:55:12.404Z,,,,
Alecrim Tapiocaria,,,Contato inexistente,2024-10-09T19:38:29.049Z,,,,
Alexandre,,,Não tem Restaurante,2024-10-08T12:17:53.454Z,,,,
Negócio ?,,,Sem contato,2024-11-13T22:50:46.470Z,,,,
Pizzaria Dailson,,Integração;Cardápio Digital;Robô de Whatsapp - pedidos,Limpeza de Funil,2025-08-14T17:25:53.151Z,,1,,
Santa Fé o Cupim,,,Limpeza de Funil,2025-07-18T14:11:08.223Z,2025-01-16T11:56:53.622Z,1,,
A&B Consultoria e Treinamentos,,,Não é Restaurante,2024-11-19T21:46:36.032Z,,,,
clubehotel.com.br,,,Não é Restaurante,2024-11-19T21:59:47.894Z,,,,
Bistrô 8000,,,Faturamento abaixo da SLA,2024-10-25T17:01:46.208Z,,1,,
Petiscaria sabor do pescado,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Restaurante Seu ciço,,,Faturamento abaixo da SLA,2024-10-25T17:01:26.831Z,,1,,
Tijuca Bar,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Staff Food,,,Parou de responder,2025-01-15T14:27:13.476Z,,0,,
Elite burgers,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Versalhes,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Negócio Alana,,,Não tem Restaurante,2024-10-17T12:17:14.703Z,,,,
O Burguês,,Cardápio Digital;Fidelidade,Limpeza de Funil,2025-08-14T17:27:21.047Z,,,,
Vila Japabeach,,,Parou de responder,2025-01-15T14:26:46.798Z,,1,,
OXE PAOZINHO,,,Sem contato,2024-11-19T21:59:26.893Z,,,,
Sorvetes Kawai,,Balança,Feature indisponível,2024-11-07T20:02:05.477Z,,1,,
Droga Via,,,Sem contato,2024-11-13T22:46:06.085Z,,,,
Burger House,,Smart POS PagBank;Cardápio Digital;Integração;SmartPOS;Robô de Whatsapp - pedidos,Limpeza de Funil,2025-08-14T17:28:43.317Z,,1,,
Negócio Vinicius Nandi,,,Sem contato,2024-11-19T21:59:02.785Z,,,,
Berlim,,,Faturamento abaixo da SLA,2024-10-22T19:36:50.306Z,,1,,
Berlim,,,Fechou com concorrente,2025-08-13T18:20:52.842Z,2025-05-06T16:54:09.358Z,1,,
LomiLomi Poke,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,1,,
Padaria Benincasa,,,Processos internos não adaptáveis,2025-01-02T14:09:26.185Z,,6,,
Lecadô,,,Limpeza de Funil,2025-08-14T17:26:28.236Z,,,,
My Coffee Shop Project - Centro,,Cardápio Digital;Relatórios CMV - por produto;Integração,Limpeza de Funil,2025-08-14T17:26:59.570Z,,2,,
Negócio Thais,,,Parou de responder,2024-11-19T21:42:55.104Z,,,,
Arte e Sabor confeitaria,,,Não tem Restaurante,2024-11-01T18:13:03.355Z,,,,
Relojoaria Day,,,Não é Restaurante,2024-10-28T13:40:28.015Z,,,,
Pátio Laurena,,,Contato inexistente,2024-12-09T13:32:34.804Z,,,,
Restaurante,,,Sem contato,2024-11-19T21:58:38.350Z,,,,
Porteira Picanharia,,,Parou de responder,2024-11-05T19:47:30.471Z,,,,
Gelateria D'Amazônica,,,Parou de responder,2024-11-05T19:45:34.465Z,,8,,
Negócio Letícia,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Tijolada,,,Parou de responder,2025-02-27T18:37:48.824Z,,1,,
Adega Park Sul Conveniência,,Auto Atendimento;Leitor código de barras,Feature indisponível,2024-12-26T11:47:30.906Z,,1,,
Lunar,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Costa ADV,,,Não é Restaurante,2024-10-31T16:38:01.018Z,,,,
Diana,,,Não é Restaurante,2024-10-31T16:40:31.673Z,,,,
NPDS,,,Não é Restaurante,2024-11-19T21:41:28.057Z,,,,
La Senorita,,Emissão de DANFE / NF,Fidelidade com outro sistema,2025-02-27T15:15:08.693Z,,1,,
Bar do bombado,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Cantinho dos Sabores,,,Contato inexistente,2024-11-13T22:37:43.975Z,,,,
Negócio Alberto,,,Sem contato,2024-11-19T21:56:58.557Z,,,,
Grano leve,,,Parou de responder,2024-11-19T17:12:44.186Z,,1,,
Negócio Claudio,,,Sem contato,2024-11-19T21:56:37.915Z,,,,
Negócio Patrick Ribeiro,,,Sem contato,2024-11-19T21:56:21.139Z,,,,
Kaleb,,,Parou de responder,2024-11-19T21:55:54.738Z,,,,
Negócio Cicinho,,,Não é Restaurante,2024-11-19T21:54:46.239Z,,,,
Cauê,,,Não é Restaurante,2024-11-05T12:35:29.649Z,,,,
Negócio Drica,,,Limpeza de Funil,2025-01-22T21:20:21.712Z,,,,
Cena Risotteria ,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
Los crocantes,,,Limpeza de Funil,2024-12-09T13:32:34.804Z,,,,
